Disease,ChemicalName,ChemicalID,CasRN,tier,InferenceGeneSymbol,InferenceScore,gene_count,PubMedIDs
Pneumonia,coagulin-L,C000593591,,gene_inferred,TLR4,53.11,13,26882889
Pneumonia,coagulin-L,C000593591,,gene_inferred,TNF,53.11,13,21625544|28917655|34390737
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCL12,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCL2,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCL4,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCL7,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCL8,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCL9,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCR1,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCR2,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CCR6,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CSF2,53.10,24,11732872
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CX3CL1,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CXCL1,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CXCL5,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CXCL9,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,CXCR3,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,HMOX1,53.10,24,16582079
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,IFNG,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,IL18,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,IL1B,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,IL2RB,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,IL4,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,IL6,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,PF4,53.10,24,21625544
Pneumonia,Oxazolone,D010081,15646-46-5,gene_inferred,TNF,53.10,24,21625544|28917655|34390737
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,CASP1,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,CCL11,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,CCL2,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,CCL4,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,CCL7,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,CSF2,52.75,18,11732872
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,CXCL1,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,EGR1,52.75,18,29787794
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,HMOX1,52.75,18,16582079
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,IFNG,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,IL13,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,IL1B,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,IL4,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,IL6,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,ITGB2,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,SIRT1,52.75,18,24633890
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,TGFB1,52.75,18,21625544
Pneumonia,Calcimycin,D000001,52665-69-7,gene_inferred,TNF,52.75,18,21625544|28917655|34390737
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,CCL2,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,CCL20,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,CSF2,52.29,13,11732872
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,CXCL5,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,IFNG,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,IL13,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,IL1B,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,IL4,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,IL6,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,SPP1,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,TGFB1,52.29,13,21625544
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,TLR4,52.29,13,26882889
Pneumonia,7-bromoindirubin-3'-oxime,C514974,,gene_inferred,TNF,52.29,13,21625544|28917655|34390737
Pneumonia,Alum Compounds,D000534,,gene_inferred,CASP1,52.05,12,21625544
Pneumonia,Alum Compounds,D000534,,gene_inferred,CCL2,52.05,12,21625544
Pneumonia,Alum Compounds,D000534,,gene_inferred,CCL4,52.05,12,21625544
Pneumonia,Alum Compounds,D000534,,gene_inferred,CSF2,52.05,12,11732872
Pneumonia,Alum Compounds,D000534,,gene_inferred,IL18,52.05,12,21625544
Pneumonia,Alum Compounds,D000534,,gene_inferred,IL1B,52.05,12,21625544
Pneumonia,Alum Compounds,D000534,,gene_inferred,IL1R1,52.05,12,21625544
Pneumonia,Alum Compounds,D000534,,gene_inferred,IL4,52.05,12,21625544
Pneumonia,Alum Compounds,D000534,,gene_inferred,IL6,52.05,12,21625544
Pneumonia,Alum Compounds,D000534,,gene_inferred,MYD88,52.05,12,26882889
Pneumonia,Alum Compounds,D000534,,gene_inferred,TLR4,52.05,12,26882889
Pneumonia,Alum Compounds,D000534,,gene_inferred,TNF,52.05,12,21625544|28917655|34390737
Pneumonia,BAY 11-7085,C416282,,gene_inferred,AGT,51.57,14,28960804
Pneumonia,BAY 11-7085,C416282,,gene_inferred,AHR,51.57,14,23337360
Pneumonia,BAY 11-7085,C416282,,gene_inferred,CCL11,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,CCL2,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,IFNG,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,IL13,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,IL17A,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,IL1B,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,IL4,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,IL6,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,IL6ST,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,PARP1,51.57,14,20561897
Pneumonia,BAY 11-7085,C416282,,gene_inferred,TGFB1,51.57,14,21625544
Pneumonia,BAY 11-7085,C416282,,gene_inferred,TNF,51.57,14,21625544|28917655|34390737
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,AHR,51.01,20,23337360
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,CASP1,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,CCL2,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,CCL20,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,CXCL1,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,HMOX1,51.01,20,16582079
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,IFNG,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,IKBKB,51.01,20,31095431
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,IL13,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,IL17A,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,IL18,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,IL1B,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,IL4,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,IL6,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,MYD88,51.01,20,26882889
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,OVAL,51.01,20,23642096
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,TGFB1,51.01,20,21625544
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,TLR4,51.01,20,26882889
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,TNF,51.01,20,21625544|28917655|34390737
Pneumonia,Sulfur Dioxide,D013458,7446-09-5,gene_inferred,TNFRSF1B,51.01,20,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,ABCF1,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,CCL17,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,CCL19,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,CCL20,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,CCL24,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,CCR6,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,CSF2,50.57,17,11732872
Pneumonia,ferrous sulfate,C020748,,gene_inferred,CXCR2,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,EGR1,50.57,17,29787794
Pneumonia,ferrous sulfate,C020748,,gene_inferred,HMOX1,50.57,17,16582079
Pneumonia,ferrous sulfate,C020748,,gene_inferred,IKBKB,50.57,17,31095431
Pneumonia,ferrous sulfate,C020748,,gene_inferred,IL1B,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,IL4,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,IL6,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,SPP1,50.57,17,21625544
Pneumonia,ferrous sulfate,C020748,,gene_inferred,TLR4,50.57,17,26882889
Pneumonia,ferrous sulfate,C020748,,gene_inferred,TNF,50.57,17,21625544|28917655|34390737
"Pulmonary Disease, Chronic Obstructive","1,7-dimethylxanthine",C021183,611-59-6,curated,,,,19962977
"Pulmonary Disease, Chronic Obstructive","3-(2,4-diamino-6-(3-hydroxyphenyl)pteridin-7-yl)phenol",C539252,,curated,,,,19056934
"Pulmonary Disease, Chronic Obstructive",4-hydroxy-2-nonenal,C027576,29343-52-0,curated,,,,37832483
"Pulmonary Disease, Chronic Obstructive","6-(5-((cyclopropylamino)carbonyl)-3-fluoro-2-methylphenyl)-N-(2,2-dimethylprpyl)-3-pyridinecarboxamide",C543534,,curated,,,,21888439
"Pulmonary Disease, Chronic Obstructive",Acetazolamide,D000086,59-66-5,curated,,,,6410668
"Pulmonary Disease, Chronic Obstructive",aclidinium bromide,C542859,,curated,,,,21870878
"Pulmonary Disease, Chronic Obstructive",Acrolein,D000171,107-02-8,curated,,,,30204913
"Pulmonary Disease, Chronic Obstructive",Adrenal Cortex Hormones,D000305,,curated,,,,11699053
"Pulmonary Disease, Chronic Obstructive",Air Pollutants,D000393,,curated,,,,22370087|22536275|25491235|32000783|34331613
"Pulmonary Disease, Chronic Obstructive",Albuterol,D000420,18559-94-9,curated,,,,15494380|1835292|19011503|2951798
"Pulmonary Disease, Chronic Obstructive",ambroxol-theophylline-7-acetate,C077110,,curated,,,,17455344|8725993
"Pulmonary Disease, Chronic Obstructive",Aminophylline,D000628,317-34-0,curated,,,,16868215
"Pulmonary Disease, Chronic Obstructive",Arsenic,D001151,7440-38-2,curated,,,,26383851
"Pulmonary Disease, Chronic Obstructive",Asbestos,D001194,1332-21-4,curated,,,,27025411
"Pulmonary Disease, Chronic Obstructive",aurapten,C105832,,curated,,,,40269617
"Pulmonary Disease, Chronic Obstructive",bambuterol,C047766,81732-65-2,curated,,,,10027655
"Pulmonary Disease, Chronic Obstructive",Beclomethasone,D001507,4419-39-0,curated,,,,12668791|15894479
"Pulmonary Disease, Chronic Obstructive",bufei jianpi,C000610679,,curated,,,,28887809
"Pulmonary Disease, Chronic Obstructive",Bu-Fei-Yi-Shen,C574914,,curated,,,,23107470|24280466|25204290|26469778|27146975|27562320|27699176|28887809|29454913|32344236|33545548
"Pulmonary Disease, Chronic Obstructive",Cadmium,D002104,7440-43-9,curated,,,,30998937|35200041
"Pulmonary Disease, Chronic Obstructive",Carbocysteine,D002233,2387-59-9,curated,,,,24076166|24998638
"Pulmonary Disease, Chronic Obstructive",Carbon Monoxide,D002248,630-08-0,curated,,,,32000783
"Pulmonary Disease, Chronic Obstructive",chrysene,C031180,218-01-9,curated,,,,33345606
"Pulmonary Disease, Chronic Obstructive",Clarithromycin,D017291,81103-11-9,curated,,,,9825040
"Pulmonary Disease, Chronic Obstructive",Creatinine,D003404,60-27-5,curated,,,,18068611
"Pulmonary Disease, Chronic Obstructive",Cyclohexane,C506365,,curated,,,,23981468
"Pulmonary Disease, Chronic Obstructive",dilmapimod,C574213,,curated,,,,21888439
"Pulmonary Disease, Chronic Obstructive",Dust,D004391,,curated,,,,33033587
"Pulmonary Disease, Chronic Obstructive",Enalapril,D004656,75847-73-3,curated,,,,20096799
"Pulmonary Disease, Chronic Obstructive",enprofylline,C034347,41078-02-8,curated,,,,2218006|6288396
"Pulmonary Disease, Chronic Obstructive",Epinephrine,D004837,51-43-4,curated,,,,234363
"Pulmonary Disease, Chronic Obstructive",Eucalyptol,D000077591,470-82-6,curated,,,,29789401
"Pulmonary Disease, Chronic Obstructive","fenoterol, ipratropium drug combination",C030809,,curated,,,,2951798
"Pulmonary Disease, Chronic Obstructive",fluor-edenite,C492470,,curated,,,,15250654
"Pulmonary Disease, Chronic Obstructive",Formoterol Fumarate,D000068759,,curated,,,,10516540|18035867|19011503
"Pulmonary Disease, Chronic Obstructive",Glucocorticoids,D005938,,curated,,,,11730731
"Pulmonary Disease, Chronic Obstructive",Glycopyrrolate,D006024,596-51-0,curated,,,,21870878|26026369
"Pulmonary Disease, Chronic Obstructive",Hyaluronic Acid,D006820,9004-61-9,curated,,,,25106431
"Pulmonary Disease, Chronic Obstructive",Ipratropium,D009241,60205-81-4,curated,,,,1835291|1835292|19363211|21870878|24431217
"Pulmonary Disease, Chronic Obstructive",Ketanserin,D007650,74050-98-9,curated,,,,22048642
"Pulmonary Disease, Chronic Obstructive",Lipid Peroxides,D008054,,curated,,,,10921764
"Pulmonary Disease, Chronic Obstructive",Lipopolysaccharides,D008070,,curated,,,,23099361|28951138|29984229|40269617
"Pulmonary Disease, Chronic Obstructive",Melatonin,D008550,73-31-4,curated,,,,40154578
"Pulmonary Disease, Chronic Obstructive","Metals, Heavy",D019216,,curated,,,,12842775
"Pulmonary Disease, Chronic Obstructive",Methotrexate,D008727,59-05-2,curated,,,,1450620
"Pulmonary Disease, Chronic Obstructive",Mustard Gas,D009151,505-60-2,curated,,,,29569912
"Pulmonary Disease, Chronic Obstructive","N-(1-(3-chloro-4-hydroxyphenyl)-3-(1,1-dimethylethyl)-1H-pyrazol-5-yl)-N'-((2-((3-(2-((2-hydroxyethyl)thio)phenyl)-1,2,4-triazolo(4,3-a)pyridin-6-yl)thio)phenyl)methyl)-urea",C569762,,curated,,,,21888439
"Pulmonary Disease, Chronic Obstructive",Nifedipine,D009543,21829-25-4,curated,,,,3671896
"Pulmonary Disease, Chronic Obstructive",Nitrogen Dioxide,D009585,10102-44-0,curated,,,,32000783
"Pulmonary Disease, Chronic Obstructive",Norepinephrine,D009638,51-41-2,curated,,,,18068611
"Pulmonary Disease, Chronic Obstructive",Ozone,D010126,10028-15-6,curated,,,,26647366|32000783|36376488
"Pulmonary Disease, Chronic Obstructive",Particulate Matter,D052638,,curated,,,,12842775|25387747|25491235|32000783|34331613|40154578|40345267
"Pulmonary Disease, Chronic Obstructive",PH 797804,C542398,,curated,,,,21888439
"Pulmonary Disease, Chronic Obstructive",Phosphodiesterase 4 Inhibitors,D058988,,curated,,,,17569694
"Pulmonary Disease, Chronic Obstructive",Prednisone,D011241,53-03-2,curated,,,,14643832|2767912
"Pulmonary Disease, Chronic Obstructive",proxyphylline,C003237,603-00-9,curated,,,,7408664
"Pulmonary Disease, Chronic Obstructive",Quercetin,D011794,117-39-5,curated,,,,23099361
"Pulmonary Disease, Chronic Obstructive",Resveratrol,D000077185,,curated,,,,23981542
"Pulmonary Disease, Chronic Obstructive",revefenacin,C583570,,curated,,,,30803279|31150963|31245215|32106777|33821890
"Pulmonary Disease, Chronic Obstructive",Ribomunyl,C034206,,curated,,,,17078222
"Pulmonary Disease, Chronic Obstructive",Roflumilast,C424423,,curated,,,,16317827|23871879|40269617
"Pulmonary Disease, Chronic Obstructive",Salmeterol Xinafoate,D000068299,,curated,,,,10027655|10516540|18035867
"Pulmonary Disease, Chronic Obstructive",Simvastatin,D019821,79902-63-9,curated,,,,21211366
"Pulmonary Disease, Chronic Obstructive",Smog,D012905,,curated,,,,12842775
"Pulmonary Disease, Chronic Obstructive",Smoke,D012906,,curated,,,,21211366|21705297|24603126|25491235|40345267
"Pulmonary Disease, Chronic Obstructive",Soot,D053260,,curated,,,,23271741
"Pulmonary Disease, Chronic Obstructive",Sulfur Dioxide,D013458,7446-09-5,curated,,,,32000783
"Pulmonary Disease, Chronic Obstructive",Terbutaline,D013726,23031-25-6,curated,,,,234363
"Pulmonary Disease, Chronic Obstructive",Tetrachlorodibenzodioxin,D013749,1746-01-6,curated,,,,18192277
"Pulmonary Disease, Chronic Obstructive",Theophylline,D013806,58-55-9,curated,,,,1546832|16430859|17130682|1835291|18983928|20578267|20797314|2218006|2969553|6288396|6858124|8888546|9756159
"Pulmonary Disease, Chronic Obstructive",Timolol,D013999,26839-75-8,curated,,,,7402590
"Pulmonary Disease, Chronic Obstructive",Tiotropium Bromide,D000069447,,curated,,,,17342451|18035867|18992357|19281075|21870878|26026369
"Pulmonary Disease, Chronic Obstructive",Tobacco Smoke Pollution,D014028,,curated,,,,19637760|22048642|24076166|26100223|28951138|29789401|29984229|30639269|32812458|33033587|33345606|40154578|40269617|40381743
"Pulmonary Disease, Chronic Obstructive",trospium chloride,C003330,,curated,,,,21870878
"Pulmonary Disease, Chronic Obstructive",Verapamil,D014700,52-53-9,curated,,,,9825040
"Pulmonary Disease, Chronic Obstructive",zafirlukast,C062735,107753-78-6,curated,,,,12781059|12877822
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,CDKN1A,56.33,17,35303175
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,CDKN2A,56.33,17,35303175
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,CXCL1,56.33,17,23099361
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,CXCL2,56.33,17,23099361
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,CXCL8,56.33,17,15337792|23099361|28864214
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,CYP1A1,56.33,17,19022366
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,CYP1A2,56.33,17,20797314
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,HIF1A,56.33,17,26752192
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,HMOX1,56.33,17,
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,ICAM1,56.33,17,29329563
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,IL6,56.33,17,28864214|29329563|31349846
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,MMP9,56.33,17,19299917
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,NOS2,56.33,17,21843929
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,NOS3,56.33,17,21843929
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,TGFB1,56.33,17,16365456|31349846
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,TNF,56.33,17,15337792|29497291
"Pulmonary Disease, Chronic Obstructive",andrographolide,C030419,5508-58-7,gene_inferred,TP53,56.33,17,17274270
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,CDKN1A,56.24,21,35303175
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,CDKN2A,56.24,21,35303175
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,CRP,56.24,21,29329563
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,CXCL1,56.24,21,23099361
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,CXCL2,56.24,21,23099361
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,CXCL8,56.24,21,15337792|23099361|28864214
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,CYP1A1,56.24,21,19022366
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,FOXO3,56.24,21,23099361
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,HIF1A,56.24,21,26752192
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,HMOX1,56.24,21,
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,HTR2A,56.24,21,22048642
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,ICAM1,56.24,21,29329563
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,IL6,56.24,21,28864214|29329563|31349846
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,KLF5,56.24,21,30639269
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,MMP9,56.24,21,19299917
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,NOS2,56.24,21,21843929
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,NOS3,56.24,21,21843929
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,SOD3,56.24,21,16399992|16467073
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,TGFB1,56.24,21,16365456|31349846
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,TNF,56.24,21,15337792|29497291
"Pulmonary Disease, Chronic Obstructive",SB 203580,C093642,,gene_inferred,TP53,56.24,21,17274270
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,CDKN1A,55.20,20,35303175
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,CDKN2A,55.20,20,35303175
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,CXCL1,55.20,20,23099361
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,CXCL2,55.20,20,23099361
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,CXCL8,55.20,20,15337792|23099361|28864214
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,CYP1A1,55.20,20,19022366
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,CYP1A2,55.20,20,20797314
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,FOXO3,55.20,20,23099361
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,HIF1A,55.20,20,26752192
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,HMOX1,55.20,20,
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,ICAM1,55.20,20,29329563
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,IL6,55.20,20,28864214|29329563|31349846
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,KLF5,55.20,20,30639269
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,MIF,55.20,20,26752192
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,MMP14,55.20,20,19661247
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,MMP9,55.20,20,19299917
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,NOS2,55.20,20,21843929
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,TGFB1,55.20,20,16365456|31349846
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,TNF,55.20,20,15337792|29497291
"Pulmonary Disease, Chronic Obstructive",pyrazolanthrone,C432165,,gene_inferred,TP53,55.20,20,17274270
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,CDKN1A,53.86,18,35303175
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,CDKN2A,53.86,18,35303175
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,CRP,53.86,18,29329563
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,CXCL1,53.86,18,23099361
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,CXCL8,53.86,18,15337792|23099361|28864214
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,CYP1A1,53.86,18,19022366
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,ELN,53.86,18,25106431
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,HMOX1,53.86,18,
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,ICAM1,53.86,18,29329563
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,IL6,53.86,18,28864214|29329563|31349846
"Pulmonary Disease, Chronic Obstructive",Losartan,D019808,114798-26-4,gene_inferred,MMP14,53.86,18,19661247
